Gene	Protein.class	TF	Transporters	Receptors	Enzymes	Peptidase	Kinase	Cancer	RBP
ZCCHC17	Predicted intracellular proteins	0	0	0	0	0	0	0	1
FABP3	Candidate cardiovascular disease genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
KHDRBS1	Predicted intracellular proteins	0	0	0	0	0	0	0	1
TMEM39B	Predicted membrane proteins	0	0	0	0	0	0	0	0
CCRL2	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
CCR2	CD markers, G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
POLR3GL	Predicted intracellular proteins, RNA polymerase related proteins	0	0	0	0	0	0	0	0
GHSR	Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins, Transporters	0	1	1	0	0	0	0	0
TNFSF10	Cancer-related genes, CD markers, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	1	0
ZNF639	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
SLITRK3	Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
PIK3CA	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins	0	0	0	1	0	1	1	0
PDS5A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TMEM156	Predicted membrane proteins	0	0	0	0	0	0	0	0
LIAS	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
CPXM2	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	1	0	0	0
TMEM54	Predicted membrane proteins	0	0	0	0	0	0	0	0
ZSCAN20	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CSMD2	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
HPCA	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
LRIF1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TMIGD3	Predicted membrane proteins	0	0	0	0	0	0	0	0
CLCC1	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
GPSM2	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
GTDC1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
CXCR4	Cancer-related genes, CD markers, Disease related genes, FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters	0	1	1	0	0	0	1	0
ZRANB3	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
ACVR2A	Cancer-related genes, Enzymes, Predicted membrane proteins	0	0	1	1	0	1	1	0
POLK	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
SV2C	Predicted membrane proteins	0	0	0	0	0	0	0	0
FLT3	Cancer-related genes, CD markers, Disease related genes, Enzymes, FDA approved drug targets, Predicted membrane proteins	0	0	1	1	0	1	1	0
RPL21	Disease related genes, Predicted intracellular proteins, Ribosomal proteins	0	0	0	0	0	0	0	1
MTIF3	Predicted intracellular proteins	0	0	0	0	0	0	0	1
GTF3A	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	1
RASL11A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
UBL3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
FYTTD1	Predicted intracellular proteins	0	0	0	0	0	0	0	1
MTERF4	Predicted intracellular proteins	1	0	0	0	0	0	0	0
XPNPEP2	Disease related genes, Enzymes, Potential drug targets, Predicted secreted proteins	0	0	0	1	1	0	0	0
SASH3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
OCRL	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
PAEP	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
OBP2A	Predicted secreted proteins	0	0	0	0	0	0	0	0
MRPS2	Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	0	0	0	0	0	0	0	1
TBX22	Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
FMOD	Predicted secreted proteins	0	0	0	0	0	0	0	0
MYOG	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	1	0
LAX1	Predicted membrane proteins	0	0	0	0	0	0	0	0
PLG	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted secreted proteins	0	0	0	1	1	0	1	0
KIAA1191	Predicted intracellular proteins	0	0	0	0	0	0	0	0
COPA	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CD244	CD markers, Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
LY9	CD markers, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
HS3ST2	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RBBP6	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	1
ZC3H7A	Predicted intracellular proteins	0	0	0	0	0	0	0	1
PRM2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SERAC1	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
ANXA11	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters	0	1	0	0	0	0	1	0
LDB3	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
OPN4	G-protein coupled receptors, Predicted membrane proteins, Transporters	0	1	1	0	0	0	0	0
FAM35A	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
FAM213A	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
ZNF205	Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
NAA60	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RPL5	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	0	0	0	0	0	0	1	1
ODF2L	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PTGFR	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
SPATA1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TRMT13	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	1
LRRC39	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RWDD3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNF644	Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CCDC18	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RPAP2	Enzymes, Predicted membrane proteins	0	0	0	1	0	0	0	0
PQLC1	Predicted membrane proteins	0	0	0	0	0	0	0	0
BBS9	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
PMS2	Cancer-related genes, Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
ZMIZ2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
OCM	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SEPT7	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
EEPD1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
KLHL7	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
HERPUD2	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
CBX3	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
HNRNPA2B1	Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	1	1
WIPF3	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NXPH1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
NPY	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
FAM126A	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
HOXA7	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
INHBA	Cancer-related genes, Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	1	0
FKBP9	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
NT5C3A	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
ARL4A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CCZ1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
POLM	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RAMP3	FDA approved drug targets, Predicted membrane proteins	0	0	0	0	0	0	0	0
MRM2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TWIST1	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	1	0
SMU1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GLIPR2	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
SLC25A51	Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
CLTA	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
RECK	Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
SPINK4	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
TAF1L	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
ACO1	Cancer-related genes, Citric acid cycle related proteins, Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	1	1
PHF24	Predicted intracellular proteins	0	0	0	0	0	0	0	0
DNAI1	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
DCAF10	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CNTFR	Plasma proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	1	0	0	0	0	0
KIAA1549	Cancer-related genes, Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	1	0
TRIM24	Cancer-related genes, Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted secreted proteins	0	0	0	1	0	0	1	0
C7orf49	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CALD1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
AKR1D1	Disease related genes, Enzymes, FDA approved drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
NUDT10	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
SFTPA1	Disease related genes, Predicted secreted proteins	0	0	0	0	0	0	0	0
NEUROG3	Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
PLAU	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	1	0	1	0
SRGN	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
CHST3	Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins	0	0	0	1	0	0	0	0
BICC1	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	1
CISD1	Predicted membrane proteins	0	0	0	0	0	0	0	0
EGR2	Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
ECD	Predicted intracellular proteins	0	0	0	0	0	0	0	0
P4HA1	Enzymes, Plasma proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
SLC25A16	Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
ZWINT	Predicted intracellular proteins	0	0	0	0	0	0	0	0
VPS26A	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
RBM19	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	1
CIT	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	1	0	0
IFT81	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ACADS	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
HVCN1	Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
DDX54	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	1
MED13L	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CDKN2C	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	1	0
RNF11	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RASSF8	Disease related genes, Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
BHLHE41	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
SSPN	Predicted membrane proteins	0	0	0	0	0	0	0	0
ITPR2	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	1	0	0	0	0	0
CCDC91	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NECAB1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
WWP1	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
ACOT9	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PRDX4	Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	1	0
DDX39A	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	1
PKN1	Enzymes, Predicted intracellular proteins	0	0	0	1	0	1	0	0
C19orf43	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ADGRE5	CD markers, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	0	1	1	0	0	0	0	0
WDR83	Predicted intracellular proteins	0	0	0	0	0	0	0	1
GIPC1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ACTRT1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
CCDC70	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SPRYD7	Predicted intracellular proteins	0	0	0	0	0	0	0	0
EBPL	Predicted membrane proteins	0	0	0	0	0	0	0	0
ATP7B	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted membrane proteins, Transporters	0	1	0	1	0	0	1	0
ZC3H13	Predicted intracellular proteins	0	0	0	0	0	0	0	1
NLN	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	1	0	0	0
CENPK	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
OPTN	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
ITIH5	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ATF1	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	1	0
TSFM	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	1
NEUROD4	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
ARHGAP9	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NCKAP1L	Plasma proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
MMP19	Disease related genes, Enzymes, FDA approved drug targets, Predicted secreted proteins	0	0	0	1	1	0	0	0
PFDN5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SPATS2	Predicted intracellular proteins	0	0	0	0	0	0	0	1
ORMDL2	Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
NR4A1	Nuclear receptors, Predicted intracellular proteins, Transcription factors	1	0	1	0	0	0	0	0
PDE1B	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	0
HOXC13	Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	1	0
CDK2	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	1	1	0
LRP1	Candidate cardiovascular disease genes, CD markers, Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
HOXC11	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors	1	0	0	0	0	0	0	0
ATG101	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NFE2	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
HOXC12	Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
IKZF4	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
SMUG1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TUBA1B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
METTL21B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
KBTBD4	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SARDH	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
DBH	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
ATPAF1	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
STIL	Cancer-related genes, Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
HJURP	Predicted intracellular proteins	0	0	0	0	0	0	0	0
IL13RA2	Cancer-related genes, CD markers, Predicted membrane proteins	0	0	1	0	0	0	1	0
COL10A1	Disease related genes, Predicted secreted proteins	0	0	0	0	0	0	0	0
AMD1	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
NDUFAF4	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
USP45	Enzymes, Predicted intracellular proteins	0	0	0	1	1	0	0	0
PLP1	Cancer-related genes, Disease related genes, Predicted membrane proteins	0	0	0	0	0	0	1	0
SERPINA7	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
MORF4L2	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
H2BFWT	Predicted intracellular proteins	0	0	0	0	0	0	0	0
RAB9B	Predicted secreted proteins	0	0	0	0	0	0	0	0
NRK	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	1	0	0
FAM199X	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ESX1	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
MAGEA9	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ATXN3L	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
RAB9A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
METTL8	Predicted intracellular proteins	0	0	0	0	0	0	0	0
TTC21B	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
NMI	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
TNFAIP6	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
ACVR1C	Enzymes, Predicted membrane proteins, Predicted secreted proteins	0	0	1	1	0	1	0	0
BAZ2B	Predicted intracellular proteins	1	0	0	0	0	0	0	1
SLC36A1	Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
LPGAT1	Predicted membrane proteins	0	0	0	0	0	0	0	0
BATF3	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
G0S2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
KCNJ2	Disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels	0	1	0	0	0	0	0	0
RAP2C	Predicted intracellular proteins	0	0	0	0	0	0	0	0
EXOSC9	Predicted intracellular proteins	0	0	0	0	0	0	0	1
PLA2G12A	Enzymes, Predicted secreted proteins, RAS pathway related proteins	0	0	0	1	0	0	0	0
B9D2	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
COQ8B	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	1	0	0
PFKFB2	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
C4BPA	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
C4BPB	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
RAB38	Predicted intracellular proteins	0	0	0	0	0	0	0	0
GPR83	G-protein coupled receptors, Plasma proteins, Predicted membrane proteins	0	0	1	0	0	0	0	0
AGO2	Enzymes, Plasma proteins, Predicted intracellular proteins	0	0	0	1	0	0	0	1
MXD4	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
CKS2	Cancer-related genes, Predicted intracellular proteins	0	0	0	0	0	0	1	0
DAW1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ACSL3	Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	0	0	1	0
CHPF	Enzymes, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
DNPEP	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	1	1	0	0	0
INHA	Predicted secreted proteins	0	0	0	0	0	0	0	0
MOGAT1	Enzymes, Predicted membrane proteins	0	0	0	1	0	0	0	0
OBSL1	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
FAM124B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SLC12A4	FDA approved drug targets, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
ENKD1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MC3R	G-protein coupled receptors, Predicted membrane proteins	0	0	1	0	0	0	0	0
GCNT7	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
CTCFL	Predicted intracellular proteins, Predicted membrane proteins, Transcription factors	1	0	0	0	0	0	0	0
FAM210B	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
PI3	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
FAM209A	Predicted membrane proteins	0	0	0	0	0	0	0	0
SNX21	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SLPI	Cancer-related genes, Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	1	0
WFDC3	Predicted intracellular proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
TTPAL	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	0
PREX1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
KCNS1	Predicted membrane proteins, Transporters, Voltage-gated ion channels	0	1	0	0	0	0	0	0
SLC12A5	Disease related genes, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
ARHGAP40	Predicted intracellular proteins	0	0	0	0	0	0	0	0
SDC4	Cancer-related genes, Predicted membrane proteins, Transporters	0	1	0	0	0	0	1	0
NCOA3	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	1	0	0	1	0
PIGT	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
SEMG2	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
MATN4	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
NCOA5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
VAPB	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	0	1	0	0	0	0	0	0
PARD6B	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ATP5E	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
CHD6	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
PLCG1	Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	0	0	0	1	0	0	1	0
TOX2	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
SRSF6	Predicted intracellular proteins	0	0	0	0	0	0	0	1
GDAP1L1	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
GTSF1L	Predicted intracellular proteins	0	0	0	0	0	0	0	0
ARFGEF2	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
ZNFX1	Plasma proteins, Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	1
ZNF831	Predicted intracellular proteins	1	0	0	0	0	0	0	0
EDN3	Disease related genes, Predicted secreted proteins	0	0	0	0	0	0	0	0
CSE1L	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transporters	0	1	0	0	0	0	1	0
TMEM189-UBE2V1	Predicted membrane proteins	0	0	0	0	0	0	0	0
RAB22A	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PTGIS	Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted membrane proteins	0	0	0	1	0	0	0	0
STAU1	Plasma proteins, Predicted intracellular proteins	0	0	0	0	0	0	0	1
CDH26	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
SNAI1	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
MOCS3	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
STX16	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
PMEPA1	Cancer-related genes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	0	0	0	0	0	0	1	0
RNF114	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
ANKRD60	Predicted secreted proteins	0	0	0	0	0	0	0	0
DDX27	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	1
RBPJL	Predicted intracellular proteins, Transcription factors	1	0	0	0	0	0	0	0
SEMG1	Plasma proteins, Predicted secreted proteins	0	0	0	0	0	0	0	0
C20orf85	Predicted intracellular proteins	0	0	0	0	0	0	0	0
BCAS4	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
KCNK15	Predicted membrane proteins, Transporters, Voltage-gated ion channels	0	1	0	0	0	0	0	0
TP53TG5	Predicted intracellular proteins	0	0	0	0	0	0	0	0
PCK1	Citric acid cycle related proteins, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	0	0	0	0
ZBP1	Predicted intracellular proteins	0	0	0	0	0	0	0	0
NEURL2	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MAGEA10	Predicted intracellular proteins	0	0	0	0	0	0	0	0
MTRR	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
FASTKD3	Predicted intracellular proteins	0	0	0	0	0	0	0	1
PEPD	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	0	0	0	1	1	0	0	0
CHST8	Disease related genes, Predicted secreted proteins	0	0	0	0	0	0	0	0
IQSEC2	Disease related genes, Predicted intracellular proteins	0	0	0	0	0	0	0	0
VAMP7	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
IL9R	CD markers, Predicted membrane proteins	0	0	1	0	0	0	0	0
XG	Blood group antigen proteins, Predicted membrane proteins	0	0	0	0	0	0	0	0
STAMBP	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	0	0	0	1	1	0	0	0
NAGK	Enzymes, Predicted intracellular proteins	0	0	0	1	0	0	0	0
MCEE	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Predicted secreted proteins	0	0	0	1	0	0	0	0
PAIP2B	Predicted intracellular proteins	0	0	0	0	0	0	0	1
SNRNP27	Predicted intracellular proteins	0	0	0	0	0	0	0	1
MPHOSPH10	Predicted intracellular proteins, Predicted membrane proteins	0	0	0	0	0	0	0	1
IL17C	Predicted secreted proteins	0	0	0	0	0	0	0	0
